"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1987","Reds","84","78","44","1452.1","752","685","9.21","5.69","3.01","1.05","1.36",".287","","4.24","4.17","","143.2","15.2","14.7"
"2019","Diamondbacks","85","77","45","1465.0","743","691","8.60","8.77","3.17","1.35","1.31",".295","89.0","4.25","4.40","4.42","140.0","18.7","14.2"
"1989","White Sox","69","92","46","1422.0","750","671","9.32","4.92","3.41","0.91","1.41",".284","","4.25","4.20","","38.7","6.3","4.1"
"1973","Braves","76","85","35","1462.0","774","690","9.03","4.94","3.54","0.89","1.40",".278","","4.25","3.98","","118.2","7.6","13.2"
"1896","Bridegrooms","58","73","1","1144.0","764","540","10.64","2.04","3.15","0.31","1.53",".307","","4.25","4.46","","76.5","9.5","6.1"
"1977","White Sox","90","72","40","1444.2","771","682","9.70","5.25","3.21","0.85","1.43",".297","","4.25","3.95","","136.0","11.2","14.3"
"2001","Dodgers","86","76","46","1450.2","744","685","8.61","7.52","3.25","1.14","1.32",".286","","4.25","4.26","","161.9","12.3","16.4"
"2019","Mets","86","76","38","1461.0","737","690","8.66","9.36","3.08","1.26","1.30",".304","87.6","4.25","4.10","4.29","195.9","15.9","20.4"
"1953","Giants","70","84","20","1365.2","747","645","9.25","4.26","4.02","0.96","1.47",".274","","4.25","4.43","","101.5","11.3","10.1"
"1976","White Sox","64","97","22","1448.0","745","684","9.07","4.98","3.73","0.54","1.42",".291","","4.25","3.62","","105.8","4.0","11.9"
"1952","Tigers","50","104","14","1388.1","738","656","9.04","4.55","3.83","0.72","1.43",".278","","4.25","3.75","","119.2","3.6","13.0"
"1964","Mets","53","109","15","1438.2","776","680","9.45","4.49","2.92","0.81","1.37",".286","","4.25","3.86","","45.2","-0.9","5.1"
"2015","Rangers","88","74","45","1442.2","733","682","9.10","6.83","3.17","1.07","1.36",".294","88.4","4.25","4.34","4.37","102.7","15.8","11.0"
"2014","Diamondbacks","64","98","35","1444.1","742","683","9.14","7.96","2.92","0.96","1.34",".312","","4.26","3.83","3.63","75.3","2.7","8.2"
"1980","Tigers","84","78","30","1467.1","757","694","9.23","4.54","3.42","0.93","1.41",".279","","4.26","4.29","","132.0","14.0","13.9"
"1984","Indians","75","87","35","1467.2","766","695","9.34","4.92","3.34","0.86","1.41",".285","","4.26","4.09","","127.2","12.7","13.4"
"1919","Athletics","36","104","3","1239.1","747","587","9.96","3.03","3.65","0.32","1.51",".311","","4.26","3.56","","65.0","-5.5","7.4"
"2004","Brewers","67","94","42","1442.0","757","683","8.99","6.85","2.97","1.02","1.33",".289","","4.26","4.10","4.22","184.2","13.2","19.0"
"1983","Royals","79","83","49","1437.2","767","681","9.61","3.71","2.95","0.83","1.40",".281","","4.26","4.17","","93.0","10.1","9.8"
"2013","Blue Jays","74","88","39","1452.0","756","688","8.99","7.49","3.10","1.21","1.34",".293","","4.26","4.30","4.04","87.1","8.8","9.5"
"1988","Yankees","85","76","43","1456.0","748","690","9.35","5.32","3.01","0.97","1.37",".286","","4.27","4.09","","99.6","8.9","10.9"
"1925","White Sox","79","75","13","1385.2","773","657","10.26","2.43","3.18","0.45","1.49",".296","","4.27","4.31","","131.5","14.7","12.3"
"1990","Indians","77","85","47","1427.1","737","677","9.40","5.42","3.27","1.03","1.41",".289","","4.27","4.26","","74.0","10.2","8.1"
"1999","Mets","97","66","49","1456.2","711","691","8.48","7.24","3.81","1.03","1.37",".285","","4.27","4.39","","166.9","21.9","15.9"
"1927","Indians","66","87","8","1353.1","762","642","10.25","2.43","3.38","0.25","1.51",".298","","4.27","4.05","","151.6","12.6","15.0"
"2007","Mets","88","74","39","1452.1","750","689","8.77","7.03","3.53","1.02","1.37",".287","","4.27","4.46","4.52","147.4","13.6","14.6"
"1922","Tigers","79","75","15","1391.0","789","660","10.05","2.98","3.06","0.40","1.46",".294","","4.27","4.13","","132.3","8.1","12.8"
"1891","Colonels","54","83","1","1226.0","890","582","9.93","3.56","3.41","0.24","1.48",".308","","4.27","3.37","","135.3","3.7","11.5"
"1932","Dodgers","81","73","16","1379.2","748","655","10.03","3.24","2.63","0.47","1.41",".295","","4.27","3.91","","130.5","7.1","13.1"
"1895","Beaneaters","71","60","4","1175.1","826","558","10.44","2.83","2.78","0.43","1.47",".308","","4.27","4.64","","210.0","19.7","16.2"
"1959","Phillies","64","90","15","1354.0","725","643","9.02","5.11","3.15","1.00","1.35",".275","","4.27","3.96","","115.1","8.4","12.6"
"1972","Braves","70","84","27","1377.0","730","654","9.23","4.78","3.35","1.01","1.40",".277","","4.27","3.97","","62.8","3.9","7.8"
"1971","Indians","60","102","32","1440.0","747","684","8.45","5.86","4.81","0.96","1.47",".271","","4.27","4.24","","36.8","2.3","4.1"
"1987","Padres","65","97","33","1433.1","763","681","8.80","5.63","3.78","1.10","1.40",".273","","4.28","4.54","","82.0","7.9","8.3"
"1995","Marlins","67","76","29","1286.0","673","611","9.09","6.96","3.93","0.97","1.45",".298","","4.28","4.38","","95.3","10.8","9.7"
"2009","Yankees","103","59","51","1450.0","753","689","8.60","7.82","3.56","1.12","1.35",".290","","4.28","4.32","4.17","188.9","20.7","19.3"
"2019","Nationals","93","69","40","1439.1","724","684","8.38","9.45","3.23","1.26","1.29",".296","88.6","4.28","4.14","4.32","209.4","22.4","22.0"
"1962","Phillies","81","80","24","1426.2","759","678","9.27","5.44","3.62","0.98","1.43",".289","","4.28","4.13","","86.1","9.4","9.1"
"2015","Brewers","68","94","40","1435.0","737","682","8.98","7.90","3.24","1.10","1.36",".303","87.9","4.28","4.17","4.00","91.8","6.0","9.9"
"1961","Twins","70","90","23","1432.1","778","681","8.89","5.74","3.58","1.02","1.39",".276","","4.28","4.07","","156.3","11.4","16.5"
"1950","Cubs","64","89","19","1371.1","772","652","9.53","3.67","3.89","0.85","1.49",".279","","4.28","4.36","","115.5","6.8","11.5"
"1934","Indians","85","69","19","1367.0","764","650","9.72","3.65","3.83","0.46","1.51",".291","","4.28","4.31","","181.5","17.4","17.2"
"1993","Rangers","86","76","45","1438.1","751","684","9.24","5.99","3.52","0.90","1.42",".294","","4.28","4.22","","150.3","14.3","15.1"
"1930","Athletics","102","52","21","1371.0","751","652","9.56","4.41","3.20","0.55","1.42",".292","","4.28","4.43","","213.0","23.6","19.7"
"2016","Angels","74","88","29","1421.1","727","676","9.37","7.19","3.15","1.32","1.39",".301","88.7","4.28","4.62","4.66","73.8","10.3","8.0"
"1997","Pirates","79","83","41","1436.0","760","683","9.42","6.77","3.51","0.90","1.44",".306","","4.28","4.20","","139.9","12.6","14.3"
"1979","Tigers","84","76","37","1423.1","738","677","9.04","5.07","3.46","1.06","1.39",".278","","4.28","4.38","","125.8","17.3","12.9"
"1950","Dodgers","89","65","21","1389.2","724","661","9.05","5.00","3.83","1.06","1.43",".279","","4.28","4.32","","138.1","14.7","13.9"
"1989","Twins","80","82","38","1429.1","738","680","9.41","5.36","3.15","0.88","1.40",".291","","4.28","3.97","","98.2","10.7","10.7"
"2003","Angels","77","85","39","1431.1","743","681","9.08","6.16","3.06","1.19","1.35",".283","","4.28","4.57","4.58","113.9","15.7","11.3"
"2004","Angels","92","70","50","1454.1","734","692","9.13","7.20","3.11","1.05","1.36",".299","","4.28","4.09","4.29","199.4","19.1","19.6"
"2008","Yankees","89","73","42","1441.2","727","686","9.23","7.12","3.05","0.89","1.36",".307","","4.28","3.96","4.08","165.4","16.0","16.9"
"2001","Blue Jays","80","82","41","1462.2","753","696","9.56","6.41","3.02","1.02","1.40",".306","","4.28","4.25","","177.6","20.5","18.0"
"1892","Orioles","46","100","2","1298.2","1020","618","10.65","3.03","3.71","0.35","1.60",".315","","4.28","3.61","","103.0","-8.5","9.5"
"2010","Tigers","81","81","32","1444.1","743","688","9.00","6.58","3.35","0.88","1.37",".296","","4.29","4.14","4.31","168.9","15.0","18.0"
"1998","Blue Jays","88","74","47","1465.0","768","698","8.86","7.09","3.61","1.04","1.39",".290","","4.29","4.36","","181.2","20.6","18.5"
"1944","Giants","67","87","21","1363.2","780","650","9.33","3.29","3.87","0.77","1.47",".269","","4.29","4.28","","33.2","-0.1","3.5"
"2002","Reds","78","84","42","1453.2","774","693","9.30","6.07","3.41","1.07","1.41",".293","","4.29","4.41","4.30","111.3","9.4","11.3"
"2009","Athletics","75","87","38","1447.1","761","690","9.24","6.99","3.25","0.97","1.39",".302","","4.29","4.10","4.24","178.4","14.9","18.0"
"1888","Cowboys","43","89","0","1157.2","896","552","10.15","2.96","3.12","0.25","1.47",".306","","4.29","3.40","","78.9","-3.3","7.7"
"1939","Tigers","81","73","16","1367.1","762","652","9.41","4.17","3.78","0.68","1.47",".281","","4.29","4.33","","200.1","21.5","19.7"
"1951","Tigers","73","81","17","1384.0","741","660","9.01","3.88","3.91","0.66","1.44",".274","","4.29","3.97","","147.8","11.5","15.4"
"1915","Athletics","43","109","2","1348.1","888","643","9.06","3.92","5.52","0.15","1.62",".294","","4.29","3.59","","-2.0","-16.7","0.3"
"1961","Red Sox","76","86","30","1442.2","792","688","9.18","5.18","4.24","1.04","1.49",".279","","4.29","4.37","","121.5","11.1","12.3"
"1885","Bisons","38","74","1","956.0","761","456","11.06","3.01","2.20","0.29","1.47",".325","","4.29","3.37","","92.8","-7.6","8.5"
"1975","Tigers","57","102","17","1396.0","786","666","9.64","5.07","3.44","0.88","1.45",".293","","4.29","3.95","","130.7","4.4","14.1"
"1893","Giants","68","64","4","1211.1","845","578","9.44","2.93","4.32","0.27","1.53",".290","","4.29","4.55","","147.0","15.1","11.4"
"1899","Giants","60","88","0","1278.1","863","610","10.24","2.80","4.42","0.13","1.63",".309","","4.29","3.98","","71.4","2.4","6.2"
"1987","White Sox","77","85","37","1447.2","746","691","8.93","4.92","3.34","1.17","1.36",".269","","4.30","4.66","","94.7","19.7","9.3"
"2010","Indians","69","93","34","1433.0","752","684","9.28","6.07","3.59","0.92","1.43",".297","","4.30","4.40","4.41","94.8","9.0","9.7"
"1974","Cubs","66","96","26","1466.1","826","700","9.78","5.49","3.54","0.75","1.48",".301","","4.30","3.70","","144.2","2.1","16.1"
"1886","Nationals","25","92","0","1041.0","792","497","9.92","4.32","3.28","0.29","1.47",".314","","4.30","3.66","","55.9","-3.7","5.1"
"2014","White Sox","73","89","36","1441.0","758","688","9.17","7.20","3.48","0.87","1.41",".306","","4.30","4.10","4.11","90.8","6.9","10.7"
"2012","Royals","72","90","44","1451.1","746","693","9.33","7.30","3.36","1.01","1.41",".311","","4.30","4.18","4.29","144.6","14.3","15.1"
"1949","White Sox","63","91","17","1363.1","737","651","8.99","3.31","4.57","0.71","1.51",".269","","4.30","4.36","","92.6","9.4","9.4"
"1922","Red Sox","61","93","6","1373.1","766","656","9.88","2.35","3.30","0.31","1.46",".287","","4.30","4.13","","129.7","8.9","12.6"
"1932","Tigers","76","75","17","1362.2","787","651","9.39","3.44","3.91","0.59","1.48",".278","","4.30","4.47","","142.6","15.4","13.5"
"1896","Pirates","66","63","1","1159.1","741","554","9.98","2.81","3.41","0.14","1.49",".304","","4.30","4.14","","141.2","14.9","11.5"
"1871","Forest Citys","4","17","0","226.0","287","108","12.54","0.64","1.35","0.12","1.54",".334","","4.30","4.06","","35.6","0.5","1.9"
"1935","Reds","68","85","13","1356.0","772","648","9.89","3.32","2.91","0.43","1.42",".291","","4.30","3.97","","122.6","5.6","12.3"
"2007","Athletics","76","86","36","1448.0","758","692","9.12","6.44","3.29","0.86","1.38",".296","","4.30","4.23","4.44","168.5","15.9","17.0"
"1982","Rangers","64","98","24","1431.0","749","684","9.77","4.34","3.04","0.81","1.42",".294","","4.30","4.01","","128.7","7.7","13.2"
"2002","Cubs","67","95","23","1441.1","759","689","8.57","8.32","3.78","1.04","1.37",".296","","4.30","4.00","3.91","165.6","8.0","17.5"
"1939","White Sox","85","69","21","1377.0","737","659","9.61","3.50","2.97","0.65","1.40",".282","","4.31","4.15","","182.7","19.9","17.8"
"1954","Dodgers","92","62","36","1393.2","740","667","9.03","4.92","3.44","1.06","1.39",".271","","4.31","4.02","","141.5","11.3","15.0"
"1874","Canaries","9","38","0","422.0","505","202","13.80","0.60","0.79","0.09","1.62",".356","","4.31","3.06","","57.2","-5.2","4.0"
"2019","Yankees","103","59","50","1443.0","739","691","8.57","9.57","3.16","1.55","1.30",".296","88.7","4.31","4.47","4.27","185.0","19.3","18.4"
"1959","Redlegs","74","80","26","1357.1","738","650","9.68","4.58","3.02","1.07","1.41",".286","","4.31","4.16","","104.9","8.9","11.2"
"1986","Orioles","73","89","39","1436.2","760","688","9.09","5.98","3.35","1.11","1.38",".285","","4.31","4.21","","143.3","10.1","14.5"
"2004","Pirates","72","89","46","1428.0","744","684","9.14","6.80","3.63","0.94","1.42",".301","","4.31","4.24","4.38","155.3","13.7","15.6"
"1995","Orioles","71","73","29","1267.0","640","607","8.28","6.61","3.72","1.06","1.33",".271","","4.31","4.49","","163.5","20.2","16.2"
"1994","Orioles","63","49","37","997.2","497","478","9.07","6.01","3.17","1.18","1.36",".283","","4.31","4.64","","125.9","18.7","12.0"
"1961","Angels","70","91","34","1438.0","784","689","8.71","6.09","4.46","1.13","1.46",".273","","4.31","4.41","","132.6","12.9","13.5"
"1988","Angels","75","87","33","1456.0","771","698","9.29","5.05","3.51","0.83","1.42",".289","","4.31","4.11","","121.4","6.1","13.1"
"1986","Athletics","76","86","37","1433.0","760","687","8.38","5.88","4.19","1.04","1.40",".265","","4.31","4.44","","77.9","7.2","8.1"
"1950","Reds","66","87","13","1357.2","734","651","9.04","4.55","3.86","0.96","1.43",".271","","4.32","4.34","","133.9","11.8","13.5"
"1928","Tigers","68","86","16","1372.0","803","658","9.72","2.96","3.72","0.38","1.49",".282","","4.32","4.11","","116.7","7.9","11.8"
"2007","Rockies","90","73","39","1472.0","758","706","9.15","5.91","3.08","1.00","1.36",".290","","4.32","4.52","4.48","167.3","21.0","16.5"
"1934","Red Sox","76","76","9","1361.0","775","653","10.10","3.56","3.59","0.46","1.52",".297","","4.32","4.25","","196.6","16.8","18.8"
"2009","Marlins","87","75","45","1446.1","766","694","8.87","7.77","3.74","1.00","1.40",".298","","4.32","4.15","4.18","133.1","10.8","14.1"
"2013","Mariners","71","91","43","1465.0","754","703","9.01","7.97","2.94","1.07","1.33",".303","","4.32","3.89","3.72","139.9","8.5","15.7"
"1977","Brewers","67","95","25","1431.0","765","687","9.19","4.52","3.56","0.86","1.42",".280","","4.32","4.23","","100.3","9.8","10.3"
"1958","Phillies","69","85","15","1397.0","762","671","9.53","5.01","2.87","0.95","1.38",".287","","4.32","3.74","","157.3","6.2","16.9"
"1983","Angels","70","92","23","1474.0","779","708","9.99","4.08","3.03","0.79","1.45",".297","","4.32","4.07","","150.8","10.8","15.7"
"1993","Orioles","85","77","42","1442.2","745","693","8.90","5.61","3.61","0.95","1.39",".282","","4.32","4.40","","137.9","16.3","14.1"
"1998","Cardinals","83","79","44","1469.2","782","706","9.27","5.95","3.42","0.92","1.41",".292","","4.32","4.40","","123.5","9.6","12.5"
"2001","Marlins","76","86","32","1438.0","744","691","8.74","7.00","3.86","0.95","1.40",".292","","4.32","4.29","","132.4","12.2","13.2"
"2011","Blue Jays","81","81","33","1458.2","761","701","8.84","7.21","3.33","1.10","1.35",".290","","4.33","4.29","4.06","102.0","12.7","10.7"
"1984","Mariners","74","88","35","1442.0","774","693","9.34","6.07","3.86","0.86","1.47",".300","","4.33","4.04","","155.0","9.3","16.5"
"1947","Browns","59","95","13","1365.0","744","656","9.40","3.64","3.98","0.68","1.49",".282","","4.33","4.01","","126.7","6.0","13.6"
"2000","Reds","85","77","42","1456.1","765","700","8.94","6.27","4.07","1.17","1.45",".282","","4.33","4.88","","145.8","21.4","13.8"
"1902","Orioles","50","87","1","1210.1","850","582","11.38","1.92","2.63","0.22","1.56",".322","","4.33","3.44","","130.7","-1.1","13.1"
"2004","Expos","67","95","31","1447.0","769","696","9.19","6.42","3.62","1.19","1.42",".291","","4.33","4.71","4.54","96.7","13.7","9.7"
"1969","Expos","52","110","21","1426.0","791","686","9.02","6.14","4.43","0.92","1.49",".289","","4.33","4.05","","37.1","-0.8","4.2"
"2018","Rockies","91","72","51","1452.1","745","699","8.53","8.73","3.25","1.14","1.31",".299","88.5","4.33","4.06","3.96","160.4","19.7","17.0"
"1925","Yankees","69","85","13","1387.2","774","668","10.12","3.19","3.28","0.51","1.49",".298","","4.33","4.29","","148.4","15.7","13.8"
"1966","Cubs","59","103","24","1458.0","809","702","9.34","5.60","2.96","1.14","1.37",".284","","4.33","3.99","","75.4","2.4","8.7"
"1949","Reds","62","92","6","1401.2","767","675","9.14","3.45","4.11","0.80","1.47",".272","","4.33","4.32","","83.6","7.5","8.6"
"1996","Reds","81","81","52","1443.0","773","695","9.02","6.79","3.69","1.04","1.41",".292","","4.33","4.48","","113.0","12.1","11.5"
"1990","Cubs","77","85","42","1442.2","774","695","9.42","5.47","3.57","0.75","1.44",".294","","4.34","3.93","","119.2","8.0","13.1"
"2013","Phillies","73","89","32","1436.1","749","692","9.18","7.51","3.17","0.95","1.37",".306","","4.34","3.94","4.00","118.9","3.5","13.7"
"1979","Angels","88","74","33","1436.0","768","692","9.17","5.14","3.59","0.82","1.42",".286","","4.34","4.04","","147.5","9.4","15.1"
"2015","Red Sox","78","84","40","1448.1","753","698","9.23","7.57","2.97","1.11","1.36",".305","88.1","4.34","4.17","4.14","107.6","12.9","11.8"
"1975","Brewers","68","94","34","1431.2","792","690","9.40","4.04","3.92","0.84","1.48",".280","","4.34","4.33","","32.7","0.6","3.6"
"1959","Cardinals","71","83","21","1363.0","725","657","9.42","5.59","3.72","0.90","1.46",".294","","4.34","3.90","","154.6","12.0","16.9"
"1929","Senators","71","81","17","1354.2","777","653","9.49","3.28","3.30","0.32","1.42",".287","","4.34","4.04","","180.2","10.7","17.1"
"1926","Senators","81","69","26","1348.1","771","650","9.94","2.79","3.78","0.30","1.52",".292","","4.34","4.07","","103.1","6.1","10.3"
"1951","Cubs","62","92","10","1385.2","750","668","9.20","3.53","3.72","0.81","1.43",".271","","4.34","4.17","","122.2","7.7","12.6"
"1922","Cubs","80","74","12","1397.2","808","674","10.17","2.59","3.06","0.50","1.47",".295","","4.34","4.29","","109.8","12.2","10.8"
"1924","Red Sox","67","87","16","1391.1","800","671","10.11","2.68","3.38","0.28","1.50",".290","","4.34","4.11","","150.0","12.5","14.8"
"2009","Tigers","86","77","42","1447.0","745","698","9.01","6.85","3.69","1.13","1.41",".293","","4.34","4.53","4.45","159.7","22.6","17.0"
"2011","Cubs","71","91","40","1434.1","756","692","9.03","7.68","3.64","1.02","1.41",".301","","4.34","4.11","4.02","98.4","5.8","11.0"
"2004","Giants","91","71","46","1457.0","770","703","9.15","6.30","3.39","0.99","1.39",".290","","4.34","4.31","4.44","122.9","11.9","12.7"
"1994","Yankees","70","43","31","1019.2","534","492","9.22","5.79","3.51","1.06","1.42",".288","","4.34","4.61","","128.4","15.8","12.2"
"1933","Phillies","60","92","13","1336.2","759","645","10.52","2.30","2.76","0.59","1.48",".294","","4.34","4.15","","114.4","4.3","12.2"
"1983","Red Sox","78","84","42","1446.1","775","698","9.78","4.77","3.07","0.98","1.43",".294","","4.34","4.20","","105.2","13.7","10.9"
"1996","Indians","99","62","46","1452.1","769","701","9.48","6.40","3.00","1.07","1.39",".300","","4.34","4.38","","238.5","25.0","22.3"
"1999","Pirates","78","83","34","1433.1","782","692","9.07","6.80","3.97","1.00","1.45",".296","","4.35","4.51","","155.7","16.3","14.9"
"1933","Red Sox","63","86","14","1327.2","759","641","9.46","3.21","4.01","0.51","1.50",".280","","4.35","4.20","","115.7","11.4","11.5"
"1970","Braves","76","86","24","1430.2","772","691","9.13","6.04","3.01","1.16","1.35",".280","","4.35","4.04","","128.8","12.0","13.9"
"2015","Reds","64","98","35","1453.1","754","702","8.89","7.75","3.37","1.10","1.36",".297","88.2","4.35","4.24","4.14","94.9","6.5","10.8"
"1969","Pilots","64","98","33","1463.2","799","707","9.16","5.92","4.02","1.06","1.46",".286","","4.35","4.16","","63.4","-0.8","6.9"
"2005","Giants","75","87","46","1444.1","745","698","9.07","6.06","3.69","0.94","1.42",".289","","4.35","4.35","4.59","112.8","11.5","11.7"
"1960","Cubs","60","94","25","1402.2","776","678","8.94","5.17","3.63","0.98","1.40",".275","","4.35","4.09","","64.3","2.6","7.0"
"1983","Athletics","74","88","33","1454.1","782","703","9.05","4.45","3.87","0.84","1.44",".275","","4.35","4.33","","66.5","4.3","7.0"
"1884","Alleghenys","30","78","0","943.1","725","456","10.10","3.22","2.06","0.24","1.35",".308","","4.35","3.58","","48.9","-5.7","4.1"
"1959","Athletics","66","88","21","1360.2","760","658","9.60","4.65","3.25","0.98","1.43",".285","","4.35","4.11","","118.3","5.2","12.4"
"1941","Senators","70","83","7","1389.1","798","672","9.87","3.52","3.91","0.45","1.53",".295","","4.35","3.87","","141.1","5.6","14.6"
"1998","Devil Rays","63","99","28","1443.0","751","698","8.89","6.29","4.01","1.07","1.43",".287","","4.35","4.79","","109.8","19.3","10.8"
"2009","Red Sox","95","67","41","1436.2","736","695","9.36","7.71","3.32","1.05","1.41",".309","","4.35","4.14","4.25","181.2","22.7","18.5"
"1889","Cowboys","55","82","2","1204.1","1031","583","10.26","3.34","3.42","0.38","1.52",".310","","4.36","4.03","","146.4","1.5","12.4"
"1996","Cubs","76","86","34","1456.1","771","705","8.94","6.35","3.37","1.14","1.37",".283","","4.36","4.64","","95.8","13.7","9.4"
"2009","Rays","84","78","41","1427.1","754","691","8.96","7.09","3.25","1.15","1.36",".289","","4.36","4.37","4.30","123.9","11.8","12.4"
"1940","Bees","65","87","11","1359.0","745","658","9.56","2.88","3.79","0.55","1.48",".282","","4.36","4.33","","31.6","1.0","3.3"
"1925","Cardinals","77","76","7","1335.2","766","647","9.97","2.88","3.17","0.58","1.46",".289","","4.36","4.45","","117.5","13.2","11.1"
"1902","Senators","61","75","1","1207.2","790","585","10.46","2.24","2.33","0.42","1.42",".303","","4.36","3.55","","98.7","1.1","9.7"
"1929","Pirates","88","65","13","1379.0","779","668","9.99","2.67","2.87","0.63","1.43",".284","","4.36","4.47","","169.9","19.1","15.6"
"1993","Angels","71","91","41","1430.1","770","693","9.33","5.30","3.46","0.96","1.42",".289","","4.36","4.46","","134.3","13.7","13.9"
"1940","Pirates","78","76","24","1388.2","785","673","10.17","3.18","3.19","0.47","1.48",".296","","4.36","3.93","","127.6","2.0","13.1"
"1938","White Sox","65","83","9","1316.1","752","638","9.91","2.95","3.76","0.69","1.52",".283","","4.36","4.56","","157.5","19.3","14.8"
"2002","Marlins","79","83","36","1456.1","763","706","8.95","6.82","3.90","0.93","1.43",".295","","4.36","4.21","4.36","113.6","6.7","11.8"
"2000","Diamondbacks","85","77","38","1443.2","754","700","8.98","7.61","3.12","1.18","1.34",".297","","4.36","4.28","","220.0","20.8","22.1"
"1933","Yankees","91","59","22","1354.2","767","657","9.47","4.72","4.07","0.44","1.50",".293","","4.36","3.77","","133.4","7.3","13.3"
"1934","Reds","52","99","19","1347.2","801","654","10.99","2.93","2.60","0.41","1.51",".311","","4.37","3.98","","133.4","2.4","13.3"
"1993","Yankees","88","74","38","1438.1","761","698","9.18","5.63","3.45","1.06","1.40",".285","","4.37","4.49","","118.0","12.8","11.9"
"2006","Marlins","78","84","41","1433.1","772","696","9.20","6.83","3.91","1.04","1.46",".299","","4.37","4.59","4.72","123.6","12.1","12.2"
"1871","Olympics","14","15","0","282.0","303","137","11.84","0.41","1.44","0.13","1.48",".319","","4.37","4.15","","56.9","4.4","3.0"
"2006","Blue Jays","87","75","42","1428.1","754","694","9.12","6.78","3.18","1.17","1.37",".292","","4.37","4.51","4.30","153.6","19.8","15.4"
"1922","Braves","53","100","6","1348.0","822","655","10.45","2.40","3.26","0.38","1.52",".300","","4.37","4.18","","89.2","4.2","8.6"
"2009","Padres","75","87","45","1450.2","769","705","8.82","7.36","3.74","1.04","1.40",".294","","4.37","4.30","4.29","103.4","2.3","11.1"
"1970","Padres","63","99","32","1440.1","788","700","9.27","5.54","3.82","0.93","1.45",".287","","4.37","4.10","","60.4","4.3","6.5"
"2008","Giants","72","90","41","1442.0","759","701","8.84","7.74","4.07","0.92","1.43",".300","","4.38","4.24","4.44","139.9","11.5","14.8"
"1960","Athletics","58","96","14","1374.0","756","668","9.35","4.35","3.44","1.05","1.42",".276","","4.38","4.31","","107.8","7.7","11.3"
"1985","Orioles","83","78","33","1427.1","764","694","9.33","5.00","3.58","1.01","1.43",".285","","4.38","4.27","","104.4","7.3","10.9"
"1924","Athletics","71","81","10","1345.0","774","654","10.22","2.48","3.99","0.29","1.58",".296","","4.38","4.30","","137.4","13.2","13.5"
"1996","Astros","82","80","35","1447.0","792","704","9.58","7.23","3.35","0.96","1.44",".313","","4.38","4.21","","109.0","5.7","11.3"
"1935","White Sox","74","78","8","1360.2","750","662","9.54","2.88","3.80","0.69","1.48",".276","","4.38","4.73","","116.5","17.6","10.9"
"2019","Giants","77","85","41","1469.0","773","715","8.55","8.38","3.18","1.39","1.30",".286","89.4","4.38","4.55","4.58","84.6","13.1","8.5"
"1977","Twins","84","77","25","1442.0","776","702","9.65","4.60","3.16","0.94","1.42",".291","","4.38","4.21","","105.0","9.7","11.0"
"2005","Dodgers","71","91","40","1427.1","755","695","9.04","6.33","2.97","1.15","1.33",".285","","4.38","4.40","4.20","109.2","7.1","11.3"
"2016","Rangers","95","67","56","1443.0","757","703","8.99","7.20","3.33","1.25","1.37",".292","88.4","4.38","4.58","4.49","118.1","18.6","12.6"
"1980","Mariners","59","103","26","1457.1","793","710","9.66","4.34","3.33","0.98","1.44",".287","","4.38","4.37","","132.7","10.5","13.9"
"1987","Angels","75","87","36","1457.1","803","710","9.15","5.81","3.11","1.31","1.36",".280","","4.38","4.57","","138.2","12.0","13.5"
"2009","Rangers","87","75","45","1434.2","740","699","8.98","6.37","3.33","1.07","1.37",".288","","4.38","4.49","4.50","149.7","21.1","14.9"
"1990","Tigers","79","83","45","1430.1","754","697","8.82","5.39","4.16","0.97","1.44",".276","","4.39","4.49","","58.7","7.6","6.4"
"2001","Astros","93","69","48","1454.2","769","709","8.99","7.60","3.01","1.37","1.33",".291","","4.39","4.48","","139.6","17.8","14.4"
"1936","Red Sox","74","80","9","1372.1","764","669","9.84","3.83","3.62","0.51","1.50",".294","","4.39","4.40","","237.1","26.3","21.7"
"2008","Astros","86","75","48","1425.1","743","695","9.17","6.91","3.11","1.24","1.36",".293","","4.39","4.53","4.24","110.9","10.2","11.4"
"1998","Expos","65","97","39","1427.0","783","696","9.13","6.41","3.36","0.98","1.39",".291","","4.39","4.38","","119.9","8.5","12.2"
"1980","Red Sox","83","77","43","1441.1","767","703","9.72","4.35","3.00","0.81","1.41",".294","","4.39","4.02","","150.0","14.4","15.8"
"1994","Indians","66","47","21","1018.2","562","497","9.69","5.88","3.57","0.83","1.47",".306","","4.39","4.33","","150.8","14.4","14.5"
"1921","Cubs","64","89","7","1363.0","775","665","10.60","2.91","2.70","0.44","1.48",".309","","4.39","4.08","","107.3","6.0","10.7"
"1889","Solons","60","77","4","1199.0","924","585","9.56","4.58","4.14","0.25","1.52",".309","","4.39","3.80","","81.2","-0.5","6.7"
"1984","Giants","66","96","38","1461.0","807","713","9.79","5.26","3.38","0.77","1.46",".301","","4.39","3.91","","56.3","-4.8","6.3"
"1937","Indians","83","71","15","1364.2","767","666","10.08","4.15","3.73","0.40","1.54",".308","","4.39","4.00","","209.3","16.1","19.9"
"1925","Braves","70","83","4","1366.2","802","667","10.32","2.31","3.02","0.44","1.48",".292","","4.39","4.27","","103.3","7.8","9.6"
