"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1991","Braves","94","68","48","1452.2","644","564","8.08","6.00","2.98","0.73","1.23",".266","","3.49","3.63","","160.3","19.3","17.8"
"1969","Senators","86","76","41","1447.1","644","562","8.15","5.19","4.08","0.84","1.36",".260","","3.49","4.00","","63.5","12.6","7.1"
"1950","Phillies","91","63","27","1406.0","624","546","8.48","3.97","3.39","0.78","1.32",".261","","3.50","3.99","","160.0","23.1","15.9"
"1898","Reds","92","60","2","1385.1","740","538","9.64","1.91","2.92","0.10","1.40",".289","","3.50","3.46","","154.8","18.7","14.5"
"2012","Athletics","94","68","47","1470.0","614","571","8.33","6.96","2.83","0.90","1.24",".279","","3.50","3.89","4.20","184.5","26.3","19.5"
"1940","Dodgers","88","65","14","1433.0","621","557","8.58","4.01","2.47","0.63","1.23",".261","","3.50","3.75","","172.0","23.0","18.0"
"1998","Astros","102","60","44","1471.1","620","572","8.78","7.26","2.84","0.90","1.29",".295","","3.50","3.86","","178.7","25.3","18.4"
"1902","Phillies","56","81","3","1211.0","649","471","9.83","3.75","2.48","0.09","1.37",".311","","3.50","2.79","","101.5","-0.3","11.0"
"1991","Blue Jays","91","71","60","1462.2","622","569","8.01","5.97","3.22","0.74","1.25",".264","","3.50","3.76","","210.9","27.4","22.7"
"1891","Spiders","65","74","3","1244.0","888","484","9.92","2.89","3.37","0.17","1.48",".302","","3.50","3.41","","167.7","4.7","14.6"
"1981","White Sox","54","52","23","940.2","423","366","8.52","5.06","3.21","0.70","1.30",".272","","3.50","3.63","","84.2","8.6","9.4"
"1993","Dodgers","81","81","36","1472.2","662","573","8.59","6.37","3.47","0.63","1.34",".288","","3.50","3.71","","179.7","19.6","18.7"
"1972","Red Sox","85","70","25","1382.2","620","538","8.52","5.98","3.33","0.66","1.32",".281","","3.50","3.22","","140.9","7.8","17.2"
"1883","Eclipse","52","45","0","873.2","562","340","10.17","2.77","1.13","0.07","1.26",".309","","3.50","3.12","","110.2","6.7","9.3"
"1951","White Sox","81","73","14","1418.1","644","552","8.59","3.63","3.48","0.69","1.34",".261","","3.50","3.86","","147.7","22.1","15.4"
"2014","Giants","88","74","46","1449.0","614","564","8.11","7.52","2.42","0.83","1.17",".282","","3.50","3.58","3.59","84.2","10.0","9.4"
"2014","Cardinals","90","72","55","1448.2","603","564","8.21","7.59","2.92","0.76","1.24",".286","","3.50","3.65","3.77","140.4","17.8","15.9"
"1889","Red Stockings","76","63","8","1243.0","769","484","9.20","4.07","3.44","0.25","1.40",".296","","3.50","3.69","","158.1","20.3","13.4"
"1886","Metropolitans","53","82","0","1186.1","766","462","8.71","4.24","2.93","0.17","1.29",".288","","3.50","3.39","","114.0","9.8","9.8"
"2014","Royals","89","73","53","1450.2","624","565","8.60","7.25","2.73","0.79","1.26",".292","","3.51","3.69","3.88","155.2","25.0","17.2"
"1975","Padres","71","91","20","1463.1","683","570","9.19","4.39","3.20","0.61","1.38",".281","","3.51","3.61","","97.8","7.9","10.9"
"1976","Reds","102","60","45","1471.0","633","573","8.79","4.83","3.00","0.61","1.31",".279","","3.51","3.49","","128.1","16.3","14.6"
"1959","Braves","86","70","18","1400.2","623","546","9.03","4.98","2.76","0.82","1.31",".278","","3.51","3.59","","121.6","15.3","12.7"
"1974","Royals","77","85","17","1471.2","662","574","9.03","4.47","2.95","0.56","1.33",".282","","3.51","3.43","","146.8","17.2","16.3"
"1974","Pirates","88","74","17","1466.0","657","572","8.77","4.43","3.33","0.57","1.34",".273","","3.51","3.60","","137.6","14.6","15.5"
"1947","Athletics","78","76","15","1391.1","614","543","8.35","3.19","3.86","0.55","1.36",".257","","3.51","3.90","","116.5","17.7","12.3"
"1960","Yankees","97","57","42","1398.0","627","546","7.89","4.58","3.92","0.79","1.31",".248","","3.52","4.02","","88.2","15.6","9.1"
"2005","Astros","89","73","45","1443.0","609","564","8.33","7.26","2.74","0.97","1.23",".281","","3.52","3.84","3.75","211.6","27.6","22.6"
"1911","Senators","64","90","3","1353.1","765","529","9.78","4.18","2.73","0.26","1.39",".310","","3.52","3.12","","119.8","6.6","12.8"
"1965","Braves","86","76","38","1447.2","633","566","8.31","6.01","3.36","0.76","1.30",".273","","3.52","3.47","","105.4","14.1","12.0"
"1960","Orioles","89","65","22","1375.2","606","538","7.99","5.14","3.61","0.77","1.29",".258","","3.52","3.77","","135.7","17.5","14.1"
"1905","Beaneaters","51","103","0","1383.0","733","541","9.05","3.47","2.82","0.23","1.32",".287","","3.52","3.03","","97.9","3.8","10.9"
"2016","Nationals","95","67","46","1459.2","612","571","7.84","9.10","2.89","0.96","1.19",".288","88.1","3.52","3.58","3.82","220.1","26.5","23.5"
"1941","White Sox","77","77","4","1416.0","649","554","8.66","3.58","3.31","0.57","1.33",".262","","3.52","3.84","","173.4","25.7","17.8"
"1964","Pirates","80","82","29","1443.2","636","565","8.91","5.93","2.97","0.57","1.32",".292","","3.52","3.17","","152.5","14.8","17.9"
"1935","Cardinals","96","58","18","1384.2","625","542","9.39","3.91","2.45","0.44","1.32",".285","","3.52","3.70","","201.8","25.6","20.5"
"1966","Pirates","92","70","43","1463.1","641","573","8.89","5.52","2.85","0.77","1.30",".287","","3.52","3.46","","125.8","16.2","14.4"
"1982","Padres","81","81","41","1476.0","658","578","8.22","4.66","3.06","0.85","1.25",".254","","3.52","3.98","","54.9","12.9","6.2"
"1976","Red Sox","83","79","27","1458.0","660","571","9.23","4.15","2.52","0.67","1.31",".281","","3.52","3.59","","139.3","17.8","15.7"
"1963","Angels","70","91","31","1455.1","660","570","8.14","5.50","3.57","0.74","1.30",".263","","3.52","3.63","","93.2","9.8","10.3"
"1941","Yankees","101","53","26","1396.1","631","547","8.44","3.80","3.85","0.52","1.37",".262","","3.53","3.88","","120.1","20.9","12.1"
"1932","Braves","77","77","8","1414.0","655","554","9.44","2.80","2.67","0.39","1.35",".280","","3.53","3.91","","104.2","16.2","10.3"
"1889","Athletics","75","58","1","1199.1","787","470","9.01","3.59","3.82","0.26","1.42",".286","","3.53","3.93","","115.4","14.8","9.6"
"1974","Angels","68","94","12","1439.0","657","564","8.37","6.17","4.06","0.63","1.38",".281","","3.53","3.57","","119.3","9.1","13.5"
"1976","Giants","74","88","31","1461.2","686","573","9.01","4.59","3.19","0.42","1.36",".284","","3.53","3.33","","129.9","10.9","15.0"
"1947","Cardinals","89","65","20","1397.2","634","548","9.06","4.13","3.19","0.68","1.36",".279","","3.53","3.67","","196.0","24.0","20.6"
"1965","Phillies","85","76","21","1468.2","667","576","8.74","6.56","2.86","0.71","1.29",".290","","3.53","3.16","","166.2","13.8","19.5"
"1952","Dodgers","96","57","24","1399.1","603","549","8.33","4.97","3.50","0.78","1.31",".266","","3.53","3.64","","135.8","19.1","14.9"
"1969","Braves","93","69","42","1445.0","631","567","8.31","5.56","2.73","0.90","1.23",".262","","3.53","3.53","","130.6","19.2","15.1"
"1922","Reds","86","68","3","1385.2","677","544","9.62","2.32","2.12","0.32","1.30",".282","","3.53","3.71","","159.0","19.9","15.6"
"1996","Braves","96","66","46","1469.0","648","577","8.41","7.63","2.76","0.74","1.24",".291","","3.54","3.50","","279.3","27.4","29.5"
"1936","Cubs","87","67","10","1382.1","606","543","9.20","3.89","2.83","0.50","1.34",".282","","3.54","4.13","","154.0","25.1","14.8"
"1972","Rangers","54","100","34","1374.2","628","540","8.24","5.68","4.01","0.60","1.36",".272","","3.54","3.45","","59.7","-0.1","7.2"
"1874","Dark Blues","16","37","1","481.0","471","189","12.35","0.47","0.43","0.04","1.42",".331","","3.54","2.90","","84.8","0.7","6.1"
"1981","Tigers","60","49","22","969.1","404","381","7.80","4.42","3.46","0.77","1.25",".246","","3.54","3.97","","76.5","15.1","8.6"
"1920","Braves","62","90","6","1386.1","670","545","9.50","2.39","2.69","0.25","1.36",".285","","3.54","3.56","","63.7","3.7","6.7"
"2001","Mariners","116","46","56","1465.0","627","576","7.94","6.46","2.86","0.98","1.20",".260","","3.54","4.12","","187.9","29.1","18.9"
"1911","Highlanders","76","76","3","1360.2","726","535","9.29","4.41","2.69","0.17","1.33",".303","","3.54","2.93","","173.8","13.7","18.6"
"1927","Reds","75","78","12","1368.0","653","538","9.68","2.68","2.08","0.24","1.31",".288","","3.54","3.51","","180.8","16.1","18.3"
"1881","Ruby Legs","32","50","0","737.1","492","290","10.77","2.39","1.46","0.13","1.36",".316","","3.54","2.84","","95.9","3.3","9.1"
"1888","Nationals","48","86","0","1179.1","731","464","8.83","3.10","2.27","0.38","1.23",".275","","3.54","3.28","","44.6","-2.5","4.2"
"1977","Astros","81","81","28","1465.2","650","577","8.50","5.35","3.35","0.68","1.32",".274","","3.54","3.69","","138.4","15.6","14.7"
"1940","Cubs","75","79","14","1392.0","636","548","9.17","3.65","2.78","0.48","1.33",".276","","3.54","3.68","","164.5","17.5","17.2"
"1978","Red Sox","99","64","26","1472.2","657","580","9.35","4.31","2.84","0.84","1.35",".282","","3.54","3.85","","160.5","25.0","17.4"
"1985","Expos","84","77","53","1457.0","636","574","8.31","5.37","3.14","0.61","1.27",".270","","3.55","3.46","","152.3","16.5","17.2"
"1961","Tigers","101","61","30","1459.1","671","575","8.66","5.16","2.89","1.05","1.28",".264","","3.55","3.97","","185.3","24.3","19.5"
"1981","Mets","41","62","24","926.1","432","365","8.80","4.76","3.26","0.72","1.34",".274","","3.55","3.71","","38.4","3.9","4.6"
"1989","Royals","92","70","38","1451.2","635","572","8.77","6.06","2.82","0.53","1.29",".293","","3.55","3.18","","209.3","22.1","23.6"
"1993","Expos","94","68","61","1456.2","682","574","8.46","5.77","3.22","0.74","1.30",".274","","3.55","3.94","","143.1","19.3","15.1"
"1969","Angels","71","91","39","1438.1","652","567","8.10","5.54","3.23","0.79","1.26",".264","","3.55","3.60","","123.0","10.9","13.4"
"1962","Cardinals","84","78","25","1463.1","664","577","8.57","5.62","3.18","0.92","1.31",".272","","3.55","3.82","","196.0","27.8","21.1"
"1977","Royals","102","60","42","1460.2","651","576","8.48","5.24","3.07","0.68","1.28",".273","","3.55","3.65","","195.5","25.2","20.7"
"2002","Giants","95","66","43","1437.1","616","567","8.45","6.21","3.27","0.73","1.30",".281","","3.55","3.80","4.27","176.3","21.3","18.1"
"1983","Pirates","84","78","41","1462.1","648","577","8.48","6.53","3.47","0.67","1.33",".287","","3.55","3.46","","171.6","18.4","19.5"
"1891","Reds","56","81","1","1218.2","790","481","9.11","2.90","3.43","0.30","1.39",".282","","3.55","3.61","","125.1","9.1","10.7"
"2009","Giants","88","74","41","1446.0","611","571","7.89","8.10","3.63","0.87","1.28",".279","","3.55","3.85","3.99","186.3","24.8","19.7"
"1871","Red Stockings","20","10","3","276.0","303","109","11.97","0.75","1.37","0.07","1.48",".326","","3.55","3.96","","56.7","3.7","3.0"
"1897","Orioles","90","40","0","1197.2","674","473","9.74","2.71","2.87","0.14","1.40",".298","","3.55","3.87","","180.0","24.0","15.1"
"1921","Giants","94","59","18","1372.1","636","542","9.82","2.34","1.93","0.52","1.31",".284","","3.55","4.01","","105.4","18.5","10.4"
"1957","Tigers","78","76","21","1417.2","614","560","8.44","4.80","3.21","0.93","1.29",".259","","3.56","3.90","","136.0","20.8","14.6"
"1966","Athletics","74","86","47","1435.0","648","567","8.03","5.36","3.95","0.66","1.33",".263","","3.56","3.72","","107.1","12.3","12.1"
"1889","Orioles","70","65","1","1192.0","795","471","8.82","4.08","3.20","0.20","1.34",".288","","3.56","3.54","","152.9","13.0","12.9"
"2013","Athletics","96","66","46","1452.0","625","574","8.30","7.33","2.65","1.01","1.22",".276","","3.56","3.83","4.05","154.2","20.5","16.6"
"1976","Astros","80","82","29","1444.1","657","571","8.41","4.86","4.13","0.51","1.39",".272","","3.56","3.72","","63.0","8.4","7.1"
"1902","Tigers","52","83","3","1190.2","657","471","9.58","1.85","2.80","0.15","1.37",".286","","3.56","3.40","","105.5","11.6","10.5"
"2014","Rays","77","85","37","1463.2","625","579","7.94","8.84","2.96","0.89","1.21",".286","","3.56","3.56","3.62","125.6","15.7","14.1"
"1959","Orioles","74","80","30","1400.1","621","554","8.29","4.72","3.06","0.71","1.26",".262","","3.56","3.61","","156.1","18.3","16.6"
"1914","Rebels","64","86","6","1370.0","698","542","9.30","3.35","2.92","0.26","1.36",".291","","3.56","3.03","","87.9","5.0","9.9"
"1981","Royals","50","53","24","922.1","405","365","8.87","3.94","2.66","0.73","1.28",".269","","3.56","3.73","","74.9","11.0","8.4"
"1951","Yankees","98","56","22","1367.0","621","541","8.49","4.37","3.70","0.61","1.35",".268","","3.56","3.68","","147.5","19.0","15.4"
"1958","Pirates","84","70","41","1367.0","607","541","8.85","4.47","3.09","0.81","1.33",".273","","3.56","3.73","","144.6","19.1","15.4"
"1991","Mets","77","84","39","1437.1","646","569","8.79","6.44","2.57","0.68","1.26",".290","","3.56","3.31","","190.5","13.1","21.5"
"1968","Reds","83","79","38","1490.1","673","590","8.45","5.82","3.46","0.69","1.32",".276","","3.56","3.33","","59.6","5.4","7.9"
"1890","Maumees","68","64","2","1159.1","689","459","8.71","4.14","3.33","0.18","1.34",".287","","3.56","3.42","","154.2","16.8","13.2"
"1966","Angels","80","82","40","1457.1","643","577","8.42","5.16","3.16","0.84","1.29",".268","","3.56","3.75","","65.5","9.0","7.2"
"2011","Dodgers","82","79","40","1432.0","612","567","8.09","7.95","3.19","0.83","1.25",".285","","3.56","3.61","3.72","178.7","18.2","20.0"
"1937","Pirates","86","68","17","1366.1","647","541","9.21","4.24","2.82","0.47","1.34",".285","","3.56","3.75","","166.0","17.4","16.8"
"1981","Pirates","46","56","29","942.0","425","373","9.11","4.70","3.31","0.57","1.38",".287","","3.56","3.53","","72.6","8.7","8.4"
"1977","Rangers","94","68","31","1472.1","657","583","8.63","5.28","2.88","0.82","1.28",".274","","3.56","3.77","","178.5","24.4","18.9"
"1890","Broncos","63","63","2","1161.2","711","460","8.64","3.70","4.11","0.15","1.42",".281","","3.56","3.73","","78.1","11.1","6.4"
"1978","Orioles","90","71","33","1429.0","633","566","8.44","4.75","3.21","0.67","1.29",".270","","3.56","3.60","","153.4","16.0","16.8"
"1973","Angels","79","83","19","1456.1","657","577","8.35","6.24","3.79","0.64","1.35",".278","","3.57","3.46","","158.0","15.2","17.7"
"1994","Expos","74","40","46","1036.2","454","411","8.42","6.99","2.50","0.87","1.21",".281","","3.57","3.78","","155.7","20.0","15.9"
"1994","Braves","68","46","26","1026.1","448","407","8.15","7.59","3.31","0.67","1.27",".286","","3.57","3.58","","191.6","19.9","20.3"
"2011","Angels","86","76","39","1465.0","633","581","8.53","6.50","2.92","0.87","1.27",".282","","3.57","3.89","4.01","135.3","21.6","15.0"
"1966","Phillies","87","75","23","1459.2","640","579","8.87","5.72","2.54","0.84","1.27",".283","","3.57","3.47","","126.7","17.2","14.6"
"1984","Braves","80","82","49","1447.0","655","574","8.71","5.34","3.27","0.76","1.33",".278","","3.57","3.80","","126.9","18.5","14.3"
"2010","Braves","91","71","41","1439.1","629","571","8.29","7.76","3.16","0.79","1.27",".290","","3.57","3.65","3.65","147.2","18.9","15.6"
"1956","Dodgers","93","61","30","1368.2","601","543","8.23","5.08","2.90","1.12","1.24",".252","","3.57","3.88","","152.1","21.1","16.1"
"1947","Tigers","85","69","18","1398.2","642","555","8.89","4.17","3.42","0.51","1.37",".275","","3.57","3.48","","194.6","17.1","21.4"
"2010","Cardinals","86","76","32","1453.2","641","577","8.74","6.77","2.95","0.82","1.30",".292","","3.57","3.85","3.87","105.1","17.1","11.4"
"2015","Astros","86","76","39","1441.0","618","572","8.17","7.99","2.64","0.92","1.20",".285","87.2","3.57","3.66","3.71","174.0","20.5","18.9"
"2014","Indians","85","77","40","1468.1","653","583","8.57","8.89","2.84","0.83","1.27",".309","","3.57","3.42","3.36","177.6","18.4","20.3"
"1927","Cardinals","92","61","11","1367.1","665","543","9.32","2.59","2.39","0.47","1.30",".273","","3.57","3.97","","138.9","18.4","14.0"
"2009","Braves","86","76","38","1462.2","641","581","8.61","7.58","3.26","0.73","1.32",".299","","3.57","3.66","3.91","188.3","19.0","19.7"
"1964","Twins","79","83","29","1477.2","678","587","8.29","6.69","3.32","1.10","1.29",".266","","3.58","3.88","","133.5","14.8","14.5"
"1975","Cardinals","82","80","36","1454.2","689","578","8.98","5.10","3.53","0.61","1.39",".283","","3.58","3.56","","124.2","12.1","14.1"
"1992","Padres","82","80","46","1461.1","636","581","8.89","5.98","2.70","0.68","1.29",".290","","3.58","3.39","","157.6","13.6","18.1"
"1887","Giants","68","55","1","1111.2","723","442","8.87","3.36","3.02","0.22","1.32",".282","","3.58","3.85","","147.1","13.7","11.6"
"1944","White Sox","71","83","17","1390.2","662","553","9.13","3.11","2.72","0.44","1.32",".273","","3.58","3.43","","113.0","8.8","12.5"
"1980","Pirates","83","79","43","1458.1","646","580","8.78","5.13","2.78","0.68","1.28",".281","","3.58","3.58","","151.2","17.8","16.9"
"1991","Padres","84","78","47","1452.2","646","578","8.58","5.71","2.83","0.86","1.27",".273","","3.58","3.80","","145.8","18.3","16.1"
"1942","White Sox","66","82","8","1314.1","609","523","8.93","2.96","3.24","0.51","1.35",".265","","3.58","3.63","","100.2","14.9","11.1"
"2014","Angels","98","64","46","1482.2","630","590","7.93","8.15","3.06","0.76","1.22",".285","","3.58","3.57","3.78","129.2","16.5","14.5"
"1883","Wolverines","40","58","2","894.1","650","356","10.33","3.26","1.85","0.22","1.35",".314","","3.58","3.47","","66.6","3.0","5.8"
"2016","Mets","87","75","55","1447.0","617","576","8.70","8.68","2.73","0.95","1.27",".308","88.6","3.58","3.57","3.78","198.5","19.3","21.5"
"1899","Pirates","76","73","4","1364.0","765","543","9.66","2.20","2.88","0.18","1.39",".290","","3.58","3.66","","141.2","17.7","12.7"
"2011","Nationals","80","81","49","1449.1","643","577","8.71","6.51","2.96","0.80","1.30",".287","","3.58","3.83","4.04","106.1","14.4","11.6"
"1942","Pirates","66","81","11","1351.1","632","538","9.16","2.84","2.90","0.41","1.34",".270","","3.58","3.38","","135.0","8.4","15.1"
