"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"1893","Orioles","5260","27","820","665","233",".090",".292",".275",".359",".365",".354","-8.9","93","","-0.1","-60.0","-7.3","11.8"
"1999","Rockies","6369","223","906","863","70",".184",".304",".288",".348",".472",".354","72.2","84","","-5.3","-146.1","-45.2","1.3"
"1913","Athletics","5816","33","794","660","221",".096",".309",".280",".356",".375",".354","119.2","117","","-0.8","111.0","51.1","37.3"
"1926","White Sox","6035","32","731","666","123",".102",".307",".289",".360",".390",".354","42.3","99","","-11.3","-22.9","55.4","25.2"
"1895","Giants","5127","32","852","699","292",".101",".302",".288",".355",".389",".354","-33.2","95","","12.1","-34.8","2.9","14.5"
"1910","Giants","5873","31","715","623","282",".091",".299",".275",".354",".366",".354","142.7","109","","10.8","73.4","-8.3","29.8"
"1951","Giants","6153","179","781","734","55",".157",".267",".260",".347",".418",".354","80.0","105","","1.9","38.3","63.3","31.2"
"1941","Browns","6285","91","765","729","50",".124",".283",".266",".360",".390",".354","93.5","96","","-9.1","-42.5","9.0","19.7"
"1925","Indians","6169","52","783","697","90",".102",".312",".297",".361",".399",".354","0.2","93","","-2.1","-65.8","25.6","16.6"
"1997","Red Sox","6430","185","851","810","68",".172",".325",".291",".352",".463",".354","116.7","109","","-6.6","65.7","-0.7","28.5"
"1993","Tigers","6505","178","899","853","104",".159",".313",".275",".362",".434",".354","144.4","114","","-3.8","104.8","-54.8","25.7"
"2003","Braves","6378","235","907","872","68",".192",".302",".284",".349",".475",".354","134.1","112","","9.5","105.3","46.7","35.6"
"1924","Senators","6099","22","753","688","116",".094",".314",".294",".362",".388",".354","27.8","98","","2.6","-15.7","80.1","27.6"
"1890","Athletics","5337","49","941","761","203",".115",".290",".278",".343",".393",".354","75.2","95","","-16.5","-66.5","-17.4","14.3"
"1914","Hoosiers","5907","33","762","629","273",".098",".320",".285",".349",".383",".354","130.2","102","","35.9","50.4","12.7","28.2"
"1898","Phillies","5779","33","823","706","182",".097","",".280",".348",".377",".353","84.2","108","","2.2","66.0","-39.3","22.5"
"1947","Yankees","6031","115","794","748","27",".135",".287",".271",".349",".407",".353","78.5","109","","-5.0","61.3","59.7","32.2"
"1994","White Sox","4556","121","633","602","77",".156",".307",".287",".366",".444",".353","77.3","112","","3.7","77.7","0.0","22.6"
"2000","Cardinals","6369","235","887","841","87",".185",".308",".270",".356",".455",".353","64.3","105","","-5.2","36.0","82.1","31.2"
"1900","Phillies","5594","29","810","694","205",".088","",".290",".356",".378",".353","62.5","104","","-4.8","23.9","-17.4","19.8"
"2000","Rockies","6453","161","968","905","131",".161",".322",".294",".362",".455",".353","67.3","82","","-1.0","-155.8","100.6","15.5"
"1999","Blue Jays","6370","212","883","856","119",".177",".311",".280",".352",".457",".353","68.8","104","","2.2","37.0","-10.1","23.7"
"1889","Athletics","5464","43","880","680","252",".102",".299",".275",".354",".377",".353","90.2","107","","-14.9","48.5","27.5","25.8"
"1886","White Stockings","4838","53","900","673","213",".121",".307",".279",".348",".401",".353","190.6","115","","-1.9","106.2","15.4","28.3"
"1979","Red Sox","6184","194","841","805","60",".173",".292",".283",".344",".456",".353","140.6","108","","-3.4","53.9","16.9","28.1"
"1897","Reds","5104","22","763","617","194",".094","",".290",".353",".383",".353","-5.5","91","","-3.8","-78.6","24.5","12.8"
"1936","Browns","6107","79","804","761","62",".124",".304",".279",".356",".403",".353","14.7","84","","0.3","-153.1","-28.4","4.3"
"1942","Yankees","6009","108","801","744","69",".125",".285",".269",".346",".394",".353","122.1","109","","-1.7","62.4","104.3","39.4"
"1923","Cubs","5896","90","756","675","181",".117",".304",".288",".348",".406",".353","26.6","98","","-11.5","-30.6","68.2","23.9"
"1998","Mariners","6331","234","859","823","115",".192",".302",".276",".345",".468",".353","112.2","109","","5.9","77.8","-30.5","26.0"
"1896","Pirates","5254","27","787","667","217",".093",".306",".292",".353",".385",".352","-8.6","98","","-8.3","-23.4","18.9","17.6"
"1949","Cardinals","6151","102","766","720","17",".127",".289",".277",".348",".404",".352","39.5","99","","2.1","-9.2","50.9","24.1"
"1954","Cardinals","6127","119","799","748","63",".140",".294",".281",".350",".421",".352","88.8","100","","-1.1","-4.0","51.6","24.7"
"1939","Indians","6006","85","797","730","72",".132",".302",".280",".350",".413",".352","41.2","96","","-8.3","-41.4","25.5","19.8"
"1932","Indians","6121","78","845","786","52",".128",".300",".285",".357",".413",".352","76.1","95","","-14.5","-58.4","33.4","18.9"
"1919","Indians","5325","24","634","547","113",".103",".298",".278",".354",".381",".352","113.6","103","","-5.2","14.6","15.1","24.0"
"1998","Red Sox","6302","205","876","827","72",".183",".310",".280",".348",".463",".352","109.7","107","","-2.7","54.8","44.2","31.1"
"1900","Cardinals","5444","36","744","602","243",".084","",".291",".356",".375",".352","58.8","102","","2.9","17.5","0.9","20.5"
"1912","Pirates","5879","39","751","657","177",".114",".309",".284",".340",".398",".352","67.8","102","","-6.1","6.4","78.6","29.0"
"1944","Cardinals","6168","100","772","722","37",".126",".287",".275",".344",".402",".352","115.9","108","","3.9","63.6","99.3","36.9"
"1891","Browns","5717","58","976","738","283",".089",".282",".266",".357",".355",".352","93.8","98","","-4.0","-20.4","31.2","22.8"
"1934","Athletics","5922","144","764","708","57",".144",".294",".280",".343",".425",".352","45.8","94","","-6.7","-59.4","68.1","21.5"
"2005","Red Sox","6403","199","910","863","45",".174",".310",".281",".357",".454",".352","138.2","112","","-2.9","92.8","-33.9","27.6"
"1896","Colts","5118","34","815","660","332",".104",".300",".286",".349",".390",".352","-9.4","91","","17.6","-54.9","12.7","14.1"
"1941","Dodgers","6218","101","800","747","36",".133",".287",".272",".347",".405",".352","82.4","109","","4.3","67.1","93.0","35.1"
"1929","Indians","5873","62","717","682","75",".122",".305",".293",".352",".415",".352","-8.4","93","","-26.7","-83.1","21.6","14.6"
"2007","Red Sox","6426","166","867","829","96",".165",".315",".279",".362",".444",".352","111.3","109","","-5.0","70.7","11.8","29.7"
"2002","Yankees","6377","223","897","857","100",".180",".310",".275",".354",".455",".352","134.6","116","","-1.0","122.9","-55.4","28.5"
"1933","Senators","6209","60","851","793","65",".115",".301",".287",".353",".402",".352","99.5","101","","-8.7","3.5","61.7","29.1"
"1949","Tigers","6137","88","751","707","39",".110",".282",".267",".361",".378",".352","36.5","95","","-15.5","-53.9","47.6","20.2"
"2000","Mariners","6444","198","907","869","122",".172",".299",".269",".361",".442",".352","61.1","107","","-0.5","64.5","12.0","28.8"
"2011","Red Sox","6414","203","875","842","102",".181",".314",".280",".349",".461",".352","181.6","117","","-12.2","114.3","16.2","36.3"
"1996","White Sox","6497","195","898","860","105",".166",".303",".281",".360",".447",".352","89.5","106","","0.9","55.1","-40.5","24.5"
"2008","Red Sox","6402","173","845","807","120",".168",".315",".280",".358",".447",".351","122.4","110","","-4.7","72.2","35.4","32.9"
"1895","Pirates","5192","26","811","673","257",".096",".306",".290",".352",".386",".351","-48.6","93","","5.4","-55.2","37.2","16.4"
"1999","Athletics","6442","235","893","845","70",".187",".285",".259",".355",".446",".351","57.9","106","","-2.6","52.4","-67.3","19.7"
"1998","Rockies","6277","183","826","791","67",".169",".321",".291",".347",".461",".351","97.6","87","","-7.1","-110.2","52.2","13.7"
"1890","Ward's Wonders","5431","34","964","748","272",".097",".294",".277",".349",".374",".351","65.7","92","","-6.6","-86.3","-24.1","12.3"
"1951","Yankees","5924","140","798","741","78",".139",".278",".269",".349",".408",".351","66.7","108","","4.3","66.0","51.5","31.1"
"2003","Yankees","6431","230","877","845","98",".182",".295",".271",".356",".453",".351","125.7","115","","-0.3","119.4","-72.0","26.5"
"1951","Red Sox","6211","127","804","757","20",".126",".279",".266",".358",".392",".351","70.0","96","","0.7","-30.6","34.4","20.6"
"1995","Angels","5690","186","801","761","57",".171",".302",".277",".352",".448",".351","85.5","106","","-7.0","36.2","2.4","22.7"
"1953","Cardinals","6065","140","768","722","18",".151",".288",".273",".347",".424",".351","71.1","99","","-0.2","-9.0","42.6","22.8"
"1922","Cubs","6092","42","771","667","97",".097",".314",".293",".359",".390",".351","10.5","93","","-13.2","-69.6","34.6","18.4"
"2009","Red Sox","6344","212","872","822","126",".184",".301",".270",".352",".454",".351","116.8","106","","-7.7","40.7","-19.8","24.4"
"1890","Browns","5369","48","870","634","307",".098","",".273",".350",".370",".351","63.6","103","","0.6","24.1","15.9","18.9"
"2007","Phillies","6537","213","892","850","138",".184",".311",".274",".354",".458",".351","104.0","105","","20.6","63.6","78.5","34.9"
"1922","Reds","5943","45","766","686","130",".106",".312",".296",".353",".401",".351","11.7","99","","-19.6","-31.1","75.0","25.6"
"1893","Colts","5165","32","829","682","255",".100",".290",".279",".348",".379",".351","-25.4","91","","7.8","-67.7","-16.1","10.0"
"1994","Tigers","4574","161","652","622","46",".189",".301",".265",".352",".454",".351","67.7","106","","-5.2","32.4","-51.8","13.1"
"1926","Reds","6047","35","747","692","51",".110",".304",".290",".349",".400",".351","27.1","105","","7.4","41.7","82.3","30.5"
"1890","Burghers","5200","35","835","652","249",".109",".278",".260",".349",".369",".351","59.9","98","","-7.9","-23.4","-22.6","16.7"
"1997","Yankees","6527","161","891","846","99",".150",".316",".286",".362",".436",".351","99.7","111","","-4.3","88.7","-83.6","22.8"
"1938","Browns","6048","92","755","713","51",".116",".298",".281",".355",".397",".351","30.7","85","","-9.9","-145.3","-21.0","6.2"
"1923","Pirates","5943","49","786","701","154",".110",".309",".295",".347",".404",".351","17.3","96","","12.8","-14.7","54.8","24.3"
"1935","Cubs","6133","88","847","782","66",".126",".303",".288",".347",".414",".350","43.6","105","","11.2","53.1","89.1","34.3"
"1898","Beaneaters","5847","53","872","761","172",".087","",".290",".344",".377",".350","72.8","99","","-0.8","-7.9","67.6","26.5"
"1915","Tigers","6046","23","778","647","241",".090",".295",".268",".357",".358",".350","129.9","111","","-8.5","63.7","30.1","33.2"
"1999","Mets","6454","181","853","814","150",".156",".308",".279",".363",".434",".350","48.0","105","","2.5","46.0","57.0","29.7"
"1956","Red Sox","6215","139","780","752","28",".144",".292",".275",".362",".419",".350","118.8","99","","2.1","-2.9","72.1","28.3"
"2004","Yankees","6364","242","897","863","84",".189",".285",".268",".353",".458",".350","107.9","112","","-7.1","94.1","-88.1","21.7"
"1919","White Sox","5360","25","668","571","150",".093",".307",".287",".351",".380",".350","104.7","106","","1.5","37.7","27.2","27.9"
"1947","Cardinals","6131","115","780","718","28",".131",".281",".270",".347",".401",".350","66.4","96","","4.4","-28.0","34.1","21.7"
"1952","Dodgers","6068","153","775","725","90",".137",".278",".262",".348",".399",".350","99.1","105","","5.1","42.9","50.3","31.0"
"1905","Giants","5839","39","778","642","291",".095","",".273",".351",".368",".350","167.9","113","","15.3","102.0","63.7","40.3"
"1925","Robins","6045","64","786","722","37",".110",".309",".296",".351",".406",".350","-20.6","94","","8.2","-39.7","-9.5","15.1"
"1979","Brewers","6227","185","807","766","100",".168",".294",".280",".345",".448",".350","127.9","114","","0.5","107.2","-15.4","30.5"
"1912","Athletics","5835","22","779","620","258",".095","",".282",".349",".377",".350","56.9","110","","7.9","80.2","65.3","34.4"
"2000","Yankees","6311","205","871","833","99",".173",".304",".277",".354",".450",".350","50.5","105","","-1.5","37.1","-39.5","20.6"
"2005","Yankees","6406","229","886","847","84",".174",".297",".276",".355",".450",".350","127.1","116","","-3.4","118.5","-160.9","17.4"
"1999","Orioles","6409","203","851","804","107",".169",".298",".279",".353",".447",".350","50.3","107","","0.7","56.7","21.7","28.9"
"1940","Yankees","6045","155","817","759","59",".159",".269",".259",".344",".418",".350","69.8","100","","-6.6","-5.4","78.5","28.8"
"1897","Colts","5385","38","832","681","264",".103","",".282",".347",".386",".350","-20.8","92","","8.3","-57.3","-27.0","10.6"
"1993","Yankees","6359","178","821","793","39",".156",".304",".279",".353",".435",".350","118.5","114","","-5.2","101.6","22.8","32.7"
"1903","Reds","5386","28","764","652","144",".102","",".288",".346",".390",".350","127.6","100","","-9.2","-12.5","-2.1","18.8"
"2000","Blue Jays","6326","244","861","826","89",".194",".297",".275",".341",".469",".350","49.2","101","","2.9","9.4","-15.1","20.6"
"1890","Phillies","5293","23","823","631","335",".095",".291",".269",".350",".364",".349","55.7","105","","8.0","44.5","-0.2","19.4"
"1899","Perfectos","5913","47","819","699","210",".092","",".285",".347",".378",".349","27.0","98","","-3.5","-20.6","21.7","21.0"
"1924","Cardinals","5909","67","740","672","86",".121",".305",".290",".341",".411",".349","6.4","100","","-5.8","-3.3","10.0","19.8"
"1995","Mariners","5671","182","796","767","110",".173",".300",".276",".350",".448",".349","77.2","106","","3.2","45.3","-7.5","22.5"
"1927","Cardinals","5888","84","754","700","110",".129",".296",".278",".343",".408",".349","19.3","99","","18.0","11.8","82.5","27.9"
"1902","Athletics","5261","38","775","673","201",".101","",".287",".340",".389",".349","103.9","98","","6.3","-4.5","-2.1","19.1"
"2001","Rangers","6388","246","890","844","97",".195",".300",".275",".344",".471",".349","117.8","108","","5.2","70.8","-61.8","22.4"
"1935","Indians","6097","93","776","737","63",".137",".304",".284",".341",".421",".349","36.1","94","","-13.1","-61.6","48.6","18.8"
"1920","Senators","5940","36","725","616","160",".096",".318",".290",".351",".386",".349","61.6","98","","6.6","-6.4","-18.9","18.2"
"1922","Phillies","6088","116","738","685","48",".133",".300",".282",".341",".415",".349","1.9","82","","-3.4","-149.1","25.4","9.8"
"1902","Orioles","5348","33","715","598","189",".108","",".277",".342",".385",".349","105.0","97","","3.0","-17.1","-97.6","8.6"
"1910","Cubs","5792","34","711","586","173",".098",".292",".268",".344",".366",".349","119.3","107","","-7.9","41.1","35.8","30.2"
"1949","Athletics","6048","82","726","680","36",".109",".275",".260",".361",".369",".349","22.6","95","","-4.7","-46.2","61.3","22.0"
"1902","Senators","5188","47","707","606","121",".113","",".283",".335",".395",".349","100.5","99","","-7.9","-11.6","-33.2","15.0"
"1899","Pirates","6040","27","834","700","179",".096","",".289",".343",".384",".349","23.4","99","","-8.9","-15.7","25.2","22.3"
"1947","Pirates","6007","156","744","699","30",".145",".275",".261",".339",".406",".349","55.5","94","","4.9","-42.4","8.4","17.2"
"2017","Astros","6271","238","896","854","98",".196",".309",".282",".346",".478",".349","146.8","121","88.0","-0.4","162.6","-37.9","33.7"
"2006","Blue Jays","6241","199","809","778","65",".179",".306",".284",".348",".463",".349","90.7","107","","-15.0","43.6","3.4","25.4"
"1890","Bridegrooms","4977","43","884","691","349",".105",".280",".264",".346",".369",".349","48.8","111","","15.0","97.8","47.8","27.7"
"1945","Dodgers","6184","57","795","722","75",".105",".286",".271",".350",".376",".349","83.5","101","","11.5","17.4","15.7","24.5"
